Ward,Old Ward Code,Local Authority,ward_name,Geography,2010-14;Male;Life expectancy at birth,2010-14;Female;Life expectancy at birth,Median monthly houshold income,Employment rate 2011 (16-64),well-being scores,percent_green,access_to_open_space
E05000394,00AWGL,Kensington and Chelsea,Pembridge,Ward,83.7,84.9,55710,74.8,7.80120069,30.56245039,38.83
E05000395,00AWGM,Kensington and Chelsea,Queens Gate,Ward,87.3,90,63630,66.3,7.769917653,,
E05000396,00AWGN,Kensington and Chelsea,Redcliffe,Ward,84.3,88.4,54550,74.3,7.769917653,41.3430875,75.07
E05000397,00AWGP,Kensington and Chelsea,Royal Hospital,Ward,80.8,88.1,60600,72.8,7.813124329,29.33726462,52.91
E05000398,00AWGQ,Kensington and Chelsea,St Charles,Ward,75.1,80.9,36100,63.4,7.80120069,,
E05000399,00AWGR,Kensington and Chelsea,Stanley,Ward,83.6,84.4,54990,73,7.813124329,22.07715543,47.4
E05000400,00AXFX,Kingston upon Thames,Alexandra,Ward,83.7,88.1,41390,75.1,7.510901849,64.18105477,27.91
E05000400,00AXFX,Kingston upon Thames,Alexandra,Ward,83.7,88.1,41390,75.1,7.510901849,64.18105477,43.37
E05000400,00AXFX,Kingston upon Thames,Alexandra,Ward,83.7,88.1,41390,75.1,7.510901849,55.33777157,27.91
E05000400,00AXFX,Kingston upon Thames,Alexandra,Ward,83.7,88.1,41390,75.1,7.510901849,55.33777157,43.37
E05000401,00AXFY,Kingston upon Thames,Berrylands,Ward,79.6,84.9,42330,74.8,7.510901849,43.77991782,23.65
E05000402,00AXFZ,Kingston upon Thames,Beverley,Ward,82.2,81.7,40700,71.6,7.512590619,44.14824327,2.52
E05000403,00AXGA,Kingston upon Thames,Canbury,Ward,81.8,85.9,45600,74.9,7.512590619,24.6410751,10.38
E05000404,00AXGB,Kingston upon Thames,Chessington North and Hook,Ward,79.7,87,37230,76.4,7.510901849,45.00844328,24.24
E05000405,00AXGC,Kingston upon Thames,Chessington South,Ward,82.5,83.6,38310,78.5,7.510901849,78.42347644,68.51
E05000406,00AXGD,Kingston upon Thames,Coombe Hill,Ward,82.8,84.4,45650,64.5,7.512590619,65.59868348,54.27
E05000407,00AXGE,Kingston upon Thames,Coombe Vale,Ward,84.2,86.7,44320,72.4,7.512590619,41.61588513,28.7
E05000408,00AXGF,Kingston upon Thames,Grove,Ward,80.7,85.5,41410,66.8,7.512590619,25.4470823,81.04
E05000409,00AXGG,Kingston upon Thames,Norbiton,Ward,77.9,80.9,34650,68.2,7.512590619,37.28106369,74.78
E05000410,00AXGH,Kingston upon Thames,Old Malden,Ward,83.9,88,41760,74,7.512590619,44.66989779,54.54
E05000411,00AXGJ,Kingston upon Thames,St James,Ward,80.7,83,41850,71.9,7.512590619,,
E05000412,00AXGK,Kingston upon Thames,St Marks,Ward,81.9,84.4,44930,69.4,7.510901849,,
E05000413,00AXGL,Kingston upon Thames,Surbiton Hill,Ward,79.8,82.9,43160,78.2,7.510901849,45.41324563,30.19
E05000414,00AXGM,Kingston upon Thames,Tolworth and Hook Rise,Ward,81.4,87.2,37840,76.2,7.510901849,45.60000741,10.82
E05000415,00AXGN,Kingston upon Thames,Tudor,Ward,83.7,87.5,48530,76.9,7.512590619,36.90621152,72.76
E05000416,00AYFZ,Lambeth,Bishops,Ward,80.1,83.1,40360,66.2,7.694809178,,
E05000417,00AYGA,Lambeth,Brixton Hill,Ward,76.7,82.7,39050,75.3,7.593995653,24.04495131,83.21
E05000418,00AYGB,Lambeth,Clapham Common,Ward,78.3,83.1,49520,80.3,7.593995653,42.66206983,89.25
E05000419,00AYGC,Lambeth,Clapham Town,Ward,75.2,82.6,44960,80,7.593995653,28.60134766,66.85
E05000420,00AYGD,Lambeth,Coldharbour,Ward,77.8,86.3,32220,64.9,7.593995653,26.22550131,95.77
E05000421,00AYGE,Lambeth,Ferndale,Ward,77.5,84.7,39480,77,7.593995653,16.87540721,98.15
E05000422,00AYGF,Lambeth,Gipsy Hill,Ward,78.5,82.7,36650,69.7,7.692148526,44.88554732,97.78
E05000423,00AYGG,Lambeth,Herne Hill,Ward,78.2,84.8,41700,75.3,7.593995653,45.55049911,44.12
E05000424,00AYGH,Lambeth,Knights Hill,Ward,76.9,80.8,36950,68.8,7.692148526,,
E05000425,00AYGJ,Lambeth,Larkhall,Ward,75.5,81,37260,73.5,7.694809178,24.92049551,98.56
E05000426,00AYGK,Lambeth,Oval,Ward,79,82.3,39200,74.3,7.694809178,25.72128849,95.85
E05000427,00AYGL,Lambeth,Princes,Ward,78.4,85.8,37600,71.1,7.694809178,,
E05000428,00AYGM,Lambeth,St Leonards,Ward,80.1,85.7,39880,75.6,7.692148526,,
E05000429,00AYGN,Lambeth,Stockwell,Ward,79.2,82.4,35050,71.2,7.694809178,26.66595821,93.56
E05000430,00AYGP,Lambeth,Streatham Hill,Ward,78.1,81.6,39250,74.6,7.692148526,34.16130417,85.42
E05000431,00AYGQ,Lambeth,Streatham South,Ward,81.9,84.4,36710,70.4,7.692148526,41.84380386,29.21
E05000432,00AYGR,Lambeth,Streatham Wells,Ward,78.8,81.8,38270,74.2,7.692148526,38.37098234,64.74
E05000433,00AYGS,Lambeth,Thornton,Ward,82.1,86.4,41880,74.3,7.692148526,31.50251436,86.05
E05000434,00AYGT,Lambeth,Thurlow Park,Ward,80.8,84.2,41600,74,7.692148526,42.54134514,65.97
E05000435,00AYGU,Lambeth,Tulse Hill,Ward,79.8,85.3,35610,70.5,7.593995653,31.85940184,94.06
E05000436,00AYGW,Lambeth,Vassall,Ward,79.4,87.7,34830,67.6,7.694809178,30.50079186,95.09
E05000437,00AZGD,Lewisham,Bellingham,Ward,77.6,82,31340,64.9,7.73131121,53.22632939,65.94
E05000438,00AZGE,Lewisham,Blackheath,Ward,79.3,83.3,44870,74.1,7.655520747,57.19322356,57.02
E05000439,00AZGF,Lewisham,Brockley,Ward,77.6,82.5,38100,71.3,7.713258772,38.67728319,49.14
E05000440,00AZGG,Lewisham,Catford South,Ward,78.5,83.9,39070,70.2,7.655520747,30.11299604,11.45
E05000441,00AZGH,Lewisham,Crofton Park,Ward,81.1,86.5,42560,73.9,7.713258772,36.4428668,71.3
E05000442,00AZGJ,Lewisham,Downham,Ward,79.4,85,30880,63.6,7.73131121,47.46666295,93.51
E05000443,00AZGK,Lewisham,Evelyn,Ward,77.9,82.5,30560,63.7,7.713258772,24.89269956,71.49
E05000444,00AZGL,Lewisham,Forest Hill,Ward,78.5,82.8,40960,73.6,7.73131121,48.45579945,92.05
E05000445,00AZGM,Lewisham,Grove Park,Ward,78.7,81.8,36150,69.3,7.655520747,42.47868872,57.93
E05000446,00AZGN,Lewisham,Ladywell,Ward,79.3,83.7,40290,70.5,7.713258772,47.2461884,33.28
E05000447,00AZGP,Lewisham,Lee Green,Ward,80.7,83.7,42760,75.1,7.655520747,34.91220279,41.25
E05000448,00AZGQ,Lewisham,Lewisham Central,Ward,76.4,80.8,35760,69.6,7.655520747,27.37987283,27.07
E05000449,00AZGR,Lewisham,New Cross,Ward,75.1,78,31520,64.6,7.713258772,24.35106059,22.71
E05000450,00AZGS,Lewisham,Perry Vale,Ward,79.8,86.5,39130,72.9,7.73131121,38.52331263,43.01
E05000451,00AZGT,Lewisham,Rushey Green,Ward,79.6,82.5,34670,66.2,7.655520747,36.01575162,31.21
E05000452,00AZGU,Lewisham,Sydenham,Ward,76,81.5,37060,69.1,7.73131121,41.98658374,38.82
E05000453,00AZGW,Lewisham,Telegraph Hill,Ward,79.8,84.1,37230,70.6,7.713258772,38.76973033,37.81
E05000454,00AZGX,Lewisham,Whitefoot,Ward,80.2,86.3,32840,64.8,7.73131121,41.14170412,78.75
E05000455,00BAFX,Merton,Abbey,Ward,79.1,84,45370,80.3,7.52746238,27.83831348,70.7
E05000455,00BAFX,Merton,Abbey,Ward,79.1,84,45370,80.3,7.52746238,27.83831348,75.56
E05000455,00BAFX,Merton,Abbey,Ward,79.1,84,45370,80.3,7.52746238,25.96143903,70.7
E05000455,00BAFX,Merton,Abbey,Ward,79.1,84,45370,80.3,7.52746238,25.96143903,75.56
E05000456,00BAFY,Merton,Cannon Hill,Ward,82,88.5,42320,75.9,7.648017736,53.52511841,32.96
E05000457,00BAFZ,Merton,Colliers Wood,Ward,79.4,84.1,38780,76.7,7.661897012,29.52890928,56.64
E05000458,00BAGA,Merton,Cricket Green,Ward,78,83.6,29930,65.7,7.661897012,54.70216179,72.39
E05000459,00BAGB,Merton,Dundonald,Ward,83.7,86,49910,83.2,7.52746238,33.65266789,81.42
E05000460,00BAGC,Merton,Figges Marsh,Ward,78.1,81.9,30860,66.3,7.661897012,,
E05000461,00BAGD,Merton,Graveney,Ward,80.6,86.4,35580,71.6,7.661897012,28.31860374,37.65
E05000461,00BAGD,Merton,Graveney,Ward,80.6,86.4,35580,71.6,7.661897012,28.31860374,78.4
E05000461,00BAGD,Merton,Graveney,Ward,80.6,86.4,35580,71.6,7.661897012,20.53162546,37.65
E05000461,00BAGD,Merton,Graveney,Ward,80.6,86.4,35580,71.6,7.661897012,20.53162546,78.4
E05000462,00BAGE,Merton,Hillside,Ward,81.1,87.5,51480,79.8,7.52746238,34.16710251,59.5
E05000463,00BAGF,Merton,Lavender Fields,Ward,79.7,84.4,33360,72.6,7.661897012,33.85870598,52.12
E05000464,00BAGG,Merton,Longthornton,Ward,79.7,83.1,34350,69.9,7.661897012,41.52417854,48.38
E05000465,00BAGH,Merton,Lower Morden,Ward,80.3,84.7,38730,78.1,7.648017736,46.78535047,63.05
E05000466,00BAGJ,Merton,Merton Park,Ward,83.5,85.9,46300,75.2,7.648017736,46.26735696,59.68
E05000467,00BAGK,Merton,Pollards Hill,Ward,80.4,83.9,31940,67.8,7.661897012,61.57932564,39.83
E05000468,00BAGL,Merton,Ravensbury,Ward,76.9,82.2,32330,69,7.648017736,48.55251144,83.03
E05000469,00BAGM,Merton,Raynes Park,Ward,78.9,82.3,49340,77.6,7.648017736,40.98680334,49.42
E05000470,00BAGN,Merton,St Helier,Ward,78.2,82.7,32530,69.4,7.648017736,,
E05000471,00BAGP,Merton,Trinity,Ward,79.8,83.6,47380,80.7,7.52746238,35.22063643,39.29
E05000472,00BAGQ,Merton,Village,Ward,84.6,86.1,62200,71.3,7.52746238,54.27852519,25.38
E05000472,00BAGQ,Merton,Village,Ward,84.6,86.1,62200,71.3,7.52746238,54.27852519,49.58
E05000472,00BAGQ,Merton,Village,Ward,84.6,86.1,62200,71.3,7.52746238,54.27852519,39.92
E05000472,00BAGQ,Merton,Village,Ward,84.6,86.1,62200,71.3,7.52746238,76.35589392,25.38
E05000472,00BAGQ,Merton,Village,Ward,84.6,86.1,62200,71.3,7.52746238,76.35589392,49.58
E05000472,00BAGQ,Merton,Village,Ward,84.6,86.1,62200,71.3,7.52746238,76.35589392,39.92
E05000473,00BAGR,Merton,West Barnes,Ward,83,83,44170,76.5,7.648017736,44.19722354,58.46
E05000474,00BAGS,Merton,Wimbledon Park,Ward,84.3,85.8,50730,78.4,7.52746238,37.84429634,47.45
E05000475,00BBGB,Newham,Beckton,Ward,79.2,82.6,34100,60.3,8.155632411,32.12924805,76.97
E05000476,00BBGC,Newham,Boleyn,Ward,81.4,87.3,31630,58.2,8.01629452,27.90511473,0
E05000477,00BBGD,Newham,Canning Town North,Ward,77.5,82.4,28910,59.5,8.155632411,32.62202553,0.12
E05000478,00BBGE,Newham,Canning Town South,Ward,76.3,81.9,32870,64.4,8.155632411,19.02384139,55.89
E05000479,00BBGF,Newham,Custom House,Ward,75.4,78.8,31840,62.8,8.155632411,34.68386493,35.91
E05000480,00BBGG,Newham,East Ham Central,Ward,79.7,84.1,32380,58,7.996928315,29.75208115,0
E05000481,00BBGH,Newham,East Ham North,Ward,78.6,82.2,32340,56.3,7.996928315,31.4818413,5.96
E05000482,00BBGJ,Newham,East Ham South,Ward,77.2,82.2,31430,59,7.996928315,47.21937792,22.18
E05000483,00BBGK,Newham,Forest Gate North,Ward,78.1,84.2,34270,64.7,7.643297659,37.29924152,58.67
E05000484,00BBGL,Newham,Forest Gate South,Ward,75.9,79.6,34550,62.1,7.643297659,30.72181252,43.16
E05000485,00BBGM,Newham,Green Street East,Ward,81.1,85.6,31570,55.4,8.01629452,20.34443344,13.23
E05000486,00BBGN,Newham,Green Street West,Ward,78.7,88.2,31080,54.3,8.01629452,19.72310942,0
E05000487,00BBGP,Newham,Little Ilford,Ward,76.6,82.3,29730,53,7.996928315,56.24702703,59.89
E05000488,00BBGQ,Newham,Manor Park,Ward,76.7,82.3,31580,55.8,7.996928315,45.85066621,71.26
E05000489,00BBGR,Newham,Plaistow North,Ward,79.5,86,30740,58.4,8.01629452,30.55009731,0
E05000490,00BBGS,Newham,Plaistow South,Ward,80.3,83.5,31750,61.8,8.01629452,33.91248762,0.09
E05000491,00BBGT,Newham,Royal Docks,Ward,78.4,86.7,38580,71.9,8.155632411,10.08639395,76.15
E05000492,00BBGU,Newham,Stratford and New Town,Ward,78.3,82.8,35840,68.9,7.643297659,23.31694114,58.51
E05000493,00BBGW,Newham,Wall End,Ward,79.8,84.3,32330,57.1,7.996928315,43.20904738,15
E05000494,00BBGX,Newham,West Ham,Ward,80.3,81.8,32310,63.1,7.643297659,43.10930235,42.66
E05000495,00BCFY,Redbridge,Aldborough,Ward,78.4,81.6,37310,67.4,7.755007322,75.4647254,1.92
E05000496,00BCFZ,Redbridge,Barkingside,Ward,83.9,87.7,39620,67.3,7.755007322,31.63658729,4.25
E05000497,00BCGA,Redbridge,Bridge,Ward,82.8,85.4,39320,73.2,7.793614138,1.588666383,15.26
E05000497,00BCGA,Redbridge,Bridge,Ward,82.8,85.4,39320,73.2,7.793614138,58.88251992,15.26
E05000498,00BCGB,Redbridge,Chadwell,Ward,79.7,81.8,36700,68.4,7.755007322,31.89302935,7.31
E05000499,00BCGC,Redbridge,Church End,Ward,80.2,86.3,45410,79.3,7.793614138,,10.36
E05000500,00BCGD,Redbridge,Clayhall,Ward,82.5,86.1,41450,67.8,7.755007322,43.00147602,0.88
E05000501,00BCGE,Redbridge,Clementswood,Ward,79.1,84.2,30230,56.5,7.842634363,25.28795667,20.88
E05000502,00BCGF,Redbridge,Cranbrook,Ward,80.8,82,38290,62.8,7.842634363,31.44655538,3.08
E05000503,00BCGG,Redbridge,Fairlop,Ward,80.5,84.8,37560,70.8,7.793614138,45.31484952,1.32
E05000504,00BCGH,Redbridge,Fullwell,Ward,83.5,86.4,35690,66.7,7.793614138,47.08599797,1.04
E05000505,00BCGJ,Redbridge,Goodmayes,Ward,78.6,84.4,33820,61,7.755007322,39.42134041,17.72
E05000506,00BCGK,Redbridge,Hainault,Ward,78.6,83.5,31520,65.1,7.793614138,70.49939022,4.98
E05000507,00BCGL,Redbridge,Loxford,Ward,76.1,81.7,28500,53.5,7.842634363,34.823706,69.81
E05000508,00BCGM,Redbridge,Mayfield,Ward,81.4,83.6,35630,63.5,7.842634363,42.51464988,36.9
E05000509,00BCGN,Redbridge,Monkhams,Ward,82.1,84.9,48780,76.2,7.793614138,58.68280965,0
E05000510,00BCGP,Redbridge,Newbury,Ward,82.2,87.1,35550,63.2,7.755007322,39.40652652,0.36
E05000511,00BCGQ,Redbridge,Roding,Ward,81.6,86.7,41040,73.8,7.793614138,,0
E05000512,00BCGR,Redbridge,Seven Kings,Ward,79.7,84,34480,60.1,7.755007322,36.38558973,2.68
E05000513,00BCGS,Redbridge,Snaresbrook,Ward,80.2,85.1,45160,78.1,7.793614138,,8.64
E05000514,00BCGT,Redbridge,Valentines,Ward,79.2,85,34900,60.6,7.842634363,43.73285208,6.1
E05000515,00BCGU,Redbridge,Wanstead,Ward,81,86.8,46370,74.5,7.793614138,,19.65
E05000516,00BDFW,Richmond upon Thames,Barnes,Ward,84.1,86.5,55450,72.3,7.619581754,44.23678772,55.23
E05000517,00BDFX,Richmond upon Thames,East Sheen,Ward,84.8,89.5,56090,78.2,7.619581754,81.30005994,25.22
E05000518,00BDFY,Richmond upon Thames,Fulwell and Hampton Hill,Ward,81.6,83.7,48810,79.6,7.535541275,49.37131803,59.54
E05000519,00BDFZ,Richmond upon Thames,Ham Petersham and Richmond Riverside,Ward,80.2,86.9,44870,73.4,7.619581754,,
E05000520,00BDGA,Richmond upon Thames,Hampton,Ward,80.6,83.6,46750,77.2,7.535541275,67.4489164,39.81
E05000521,00BDGB,Richmond upon Thames,Hampton North,Ward,79.1,86,39440,73.5,7.535541275,48.41002338,54.72
E05000522,00BDGC,Richmond upon Thames,Hampton Wick,Ward,82,87,46760,73.1,7.535541275,54.02033572,82.1
E05000523,00BDGD,Richmond upon Thames,Heathfield,Ward,82.8,84.8,36950,70.8,7.520042539,46.72363792,18.72
E05000523,00BDGD,Richmond upon Thames,Heathfield,Ward,82.8,84.8,36950,70.8,7.520042539,46.72363792,68.33
E05000524,00BDGE,Richmond upon Thames,Kew,Ward,84.8,87.8,52130,77.1,7.619581754,56.43696866,55.18
E05000525,00BDGF,Richmond upon Thames,Mortlake and Barnes Common,Ward,83.3,86.8,50100,77.9,7.619581754,44.46883965,93.47
E05000526,00BDGG,Richmond upon Thames,North Richmond,Ward,83.1,87.3,50860,78.4,7.619581754,58.32645417,44.57
E05000527,00BDGH,Richmond upon Thames,St Margarets and North Twickenham,Ward,87.2,86.6,52870,80.8,7.520042539,,
E05000528,00BDGJ,Richmond upon Thames,South Richmond,Ward,82.5,85.4,52690,76,7.619581754,59.14944958,40.78
E05000529,00BDGK,Richmond upon Thames,South Twickenham,Ward,83.1,88.2,51380,76.8,7.520042539,43.057058,64.81
E05000530,00BDGL,Richmond upon Thames,Teddington,Ward,81.2,85.3,50600,79.9,7.535541275,70.62335764,48.92
E05000531,00BDGM,Richmond upon Thames,Twickenham Riverside,Ward,81.3,83.8,51350,80.7,7.520042539,44.31834809,44.21
E05000532,00BDGN,Richmond upon Thames,West Twickenham,Ward,79.6,88.4,45040,79.5,7.520042539,60.97612851,91.78
E05000533,00BDGP,Richmond upon Thames,Whitton,Ward,80.8,85.7,42230,76.5,7.520042539,38.93643611,57.69
E05000534,00BEGC,Southwark,Brunswick Park,Ward,77.7,84.8,36310,66.8,7.660313901,46.7592725,26.69
E05000534,00BEGC,Southwark,Brunswick Park,Ward,77.7,84.8,36310,66.8,7.660313901,46.7592725,73.93
E05000535,00BEGD,Southwark,Camberwell Green,Ward,74.4,81.3,31840,64.6,7.660313901,21.9939027,45.88
E05000536,00BEGE,Southwark,Cathedrals,Ward,77,83.1,40430,62.9,7.711332405,,83.51
E05000537,00BEGF,Southwark,Chaucer,Ward,79.6,83.5,37780,66.4,7.711332405,29.65191588,64.58
E05000538,00BEGG,Southwark,College,Ward,80.2,86.6,42600,71.1,7.660313901,,86.07
E05000539,00BEGH,Southwark,East Dulwich,Ward,79.7,84.3,48670,79.2,7.660313901,,42.47
E05000540,00BEGJ,Southwark,East Walworth,Ward,79.1,82.9,31010,62.5,7.711332405,,88.49
E05000541,00BEGK,Southwark,Faraday,Ward,78.7,84.6,30760,62.3,7.711332405,47.1730263,73.86
E05000542,00BEGL,Southwark,Grange,Ward,75.6,82.7,38500,69.1,8.035989319,54.20968859,34.91
E05000542,00BEGL,Southwark,Grange,Ward,75.6,82.7,38500,69.1,8.035989319,54.20968859,55.11
E05000543,00BEGM,Southwark,Livesey,Ward,78.1,85.3,28880,60.3,7.604269317,,40.3
E05000544,00BEGN,Southwark,Newington,Ward,79.2,83.1,34190,66.3,7.711332405,33.53129684,66.5
E05000545,00BEGP,Southwark,Nunhead,Ward,76.1,78.8,33540,65,7.604269317,,42.49
E05000546,00BEGQ,Southwark,Peckham,Ward,76,81.5,30030,61.2,7.604269317,22.07884765,93.82
E05000547,00BEGR,Southwark,Peckham Rye,Ward,80.1,83.7,42820,74.9,7.604269317,65.51412606,46.47
E05000548,00BEGS,Southwark,Riverside,Ward,79.3,84.4,43110,74.9,8.035989319,,67.7
E05000549,00BEGT,Southwark,Rotherhithe,Ward,78.2,83.4,36970,69.3,8.035989319,38.27248225,66.28
E05000550,00BEGU,Southwark,South Bermondsey,Ward,78.4,85,31150,64.8,8.035989319,26.2808033,0.88
E05000551,00BEGW,Southwark,South Camberwell,Ward,80.1,87,41130,70.7,7.660313901,,59.66
E05000552,00BEGX,Southwark,Surrey Docks,Ward,78.8,82.4,45410,77.7,8.035989319,24.47298285,92.58
E05000553,00BEGY,Southwark,The Lane,Ward,79,83.4,37940,68.9,7.604269317,,48.63
E05000554,00BEGZ,Southwark,Village,Ward,85.4,86.9,58400,77.2,7.660313901,54.27852519,25.38
E05000554,00BEGZ,Southwark,Village,Ward,85.4,86.9,58400,77.2,7.660313901,54.27852519,49.58
E05000554,00BEGZ,Southwark,Village,Ward,85.4,86.9,58400,77.2,7.660313901,54.27852519,39.92
E05000554,00BEGZ,Southwark,Village,Ward,85.4,86.9,58400,77.2,7.660313901,76.35589392,25.38
E05000554,00BEGZ,Southwark,Village,Ward,85.4,86.9,58400,77.2,7.660313901,76.35589392,49.58
E05000554,00BEGZ,Southwark,Village,Ward,85.4,86.9,58400,77.2,7.660313901,76.35589392,39.92
E05000555,00BFGC,Sutton,Beddington North,Ward,80.8,86,39290,77.2,7.816575778,36.29039747,57.34
E05000556,00BFGD,Sutton,Beddington South,Ward,80,84.2,35600,69.1,7.816575778,57.02790125,41.58
E05000557,00BFGE,Sutton,Belmont,Ward,81,84.6,44260,76.2,7.790517773,43.58191067,67.83
E05000557,00BFGE,Sutton,Belmont,Ward,81,84.6,44260,76.2,7.790517773,43.58191067,36.25
E05000557,00BFGE,Sutton,Belmont,Ward,81,84.6,44260,76.2,7.790517773,50.22710933,67.83
E05000557,00BFGE,Sutton,Belmont,Ward,81,84.6,44260,76.2,7.790517773,50.22710933,36.25
E05000558,00BFGF,Sutton,Carshalton Central,Ward,83.2,85.1,42200,78.6,7.816575778,47.5112617,38.43
E05000559,00BFGG,Sutton,Carshalton South and Clockhouse,Ward,81.6,83.7,44270,76.5,7.816575778,78.7283843,5.21
E05000560,00BFGH,Sutton,Cheam,Ward,82.3,83.6,46220,76.4,7.790517773,57.95915268,40.27
E05000561,00BFGJ,Sutton,Nonsuch,Ward,83.9,87.2,42640,79.1,7.837881964,41.49412894,11.4
E05000562,00BFGK,Sutton,St Helier,Ward,78.3,83.6,31040,69.6,7.837881964,,
E05000563,00BFGL,Sutton,Stonecot,Ward,80.3,82.6,39210,77.9,7.837881964,37.49469844,42.02
E05000564,00BFGM,Sutton,Sutton Central,Ward,80.2,82.7,35660,75.6,7.790517773,22.35209522,38.54
E05000565,00BFGN,Sutton,Sutton North,Ward,81.7,83.8,38060,75.6,7.790517773,43.66519476,25.78
E05000566,00BFGP,Sutton,Sutton South,Ward,79.3,80.9,40460,78.1,7.790517773,41.72654311,20.09
E05000567,00BFGQ,Sutton,Sutton West,Ward,80.9,82.7,41610,79.3,7.790517773,44.62572627,25.88
E05000568,00BFGR,Sutton,The Wrythe,Ward,78.3,83,36790,77.5,7.837881964,36.23553968,42.06
E05000569,00BFGS,Sutton,Wallington North,Ward,80.5,83,38710,76.8,7.816575778,41.72367646,55.4
E05000570,00BFGT,Sutton,Wallington South,Ward,79.1,85.2,37960,74.2,7.816575778,40.46786926,0.95
E05000571,00BFGU,Sutton,Wandle Valley,Ward,78.6,80.6,32330,72,7.837881964,49.94392151,58.15
E05000572,00BFGW,Sutton,Worcester Park,Ward,81.9,86.9,40610,78.9,7.837881964,42.51080011,21.48
E05000573,00BGFW,Tower Hamlets,Bethnal Green North,Ward,75.1,83.1,36230,64.6,7.834292413,,58.4
E05000574,00BGFX,Tower Hamlets,Bethnal Green South,Ward,77.2,82.4,32860,55.9,7.834292413,,84.02
E05000575,00BGFY,Tower Hamlets,Blackwall and Cubitt Town,Ward,80.2,84.7,43330,70.8,8.423185776,,85.9
E05000576,00BGFZ,Tower Hamlets,Bow East,Ward,77.8,84.1,36800,68.9,7.727915624,39.04259034,74.29
E05000577,00BGGA,Tower Hamlets,Bow West,Ward,79,83.1,41000,66.3,7.727915624,52.60257869,61.02
E05000578,00BGGB,Tower Hamlets,Bromley-by-Bow,Ward,80.4,82.4,31980,55.1,7.727915624,,99.91
E05000579,00BGGC,Tower Hamlets,East India and Lansbury,Ward,76.6,80.2,29680,52.9,8.423185776,,92.99
E05000580,00BGGD,Tower Hamlets,Limehouse,Ward,76.6,80,36260,64,8.423185776,17.95080535,99.17
E05000581,00BGGE,Tower Hamlets,Mile End and Globe Town,Ward,76.2,80.5,34300,55.4,7.834292413,,69.35
E05000582,00BGGF,Tower Hamlets,Mile End East,Ward,77.8,82.3,32510,56.1,7.727915624,,98.58
E05000583,00BGGG,Tower Hamlets,Millwall,Ward,82.5,84,46940,73.6,8.423185776,,87.63
E05000584,00BGGH,Tower Hamlets,St Dunstans and Stepney Green,Ward,76.6,80.9,32930,55.4,8.076467392,,
E05000585,00BGGJ,Tower Hamlets,St Katherines and Wapping,Ward,79.7,84.2,50770,76.5,8.076467392,,
E05000586,00BGGK,Tower Hamlets,Shadwell,Ward,78.1,86.5,36360,60.7,8.076467392,20.66679019,86.4
E05000587,00BGGL,Tower Hamlets,Spitalfields and Banglatown,Ward,77.4,83.6,39910,60.9,7.834292413,,80.08
E05000588,00BGGM,Tower Hamlets,Weavers,Ward,75.4,83.7,37760,67,7.834292413,28.03964537,89.16
E05000589,00BGGN,Tower Hamlets,Whitechapel,Ward,74.3,79.1,37600,65,8.076467392,13.91774637,75.94
E05000590,00BHFX,Waltham Forest,Cann Hall,Ward,77.4,82.7,32700,63.8,7.744466109,26.03510091,14.94
E05000591,00BHFY,Waltham Forest,Cathall,Ward,81.1,82.6,30950,62.7,7.744466109,35.06726514,49.41
E05000592,00BHFZ,Waltham Forest,Chapel End,Ward,81.5,84.4,36440,68.9,7.770076841,45.19283539,20.55
E05000593,00BHGA,Waltham Forest,Chingford Green,Ward,80.3,84.1,39280,73.4,7.770076841,68.06882014,51.76
E05000594,00BHGB,Waltham Forest,Endlebury,Ward,82.8,89.4,38580,70.4,7.770076841,46.96543566,61.34
E05000595,00BHGC,Waltham Forest,Forest,Ward,79.4,83.1,36080,65.2,7.744466109,50.39596741,16.61
E05000596,00BHGD,Waltham Forest,Grove Green,Ward,83.4,85.6,36350,70.3,7.744466109,24.57722533,4.63
E05000597,00BHGE,Waltham Forest,Hale End and Highams Park,Ward,79.3,87,39490,71.1,7.770076841,59.16977781,42.97
E05000598,00BHGF,Waltham Forest,Hatch Lane,Ward,78.8,81.5,36110,69.9,7.770076841,56.58799002,57.81
E05000599,00BHGG,Waltham Forest,High Street,Ward,79.2,83.3,34810,69.4,7.766306459,33.22303203,2.09
E05000600,00BHGH,Waltham Forest,Higham Hill,Ward,80,81.8,31270,62.6,7.766306459,32.52123883,19.6
E05000601,00BHGJ,Waltham Forest,Hoe Street,Ward,77.1,82.1,34890,66.1,7.766306459,34.11932738,22.29
E05000602,00BHGK,Waltham Forest,Larkswood,Ward,79.3,84.3,35170,69.6,7.770076841,51.07390508,30.49
E05000603,00BHGL,Waltham Forest,Lea Bridge,Ward,75.7,80.7,31450,62.8,7.744466109,42.37988738,41.97
E05000603,00BHGL,Waltham Forest,Lea Bridge,Ward,75.7,80.7,31450,62.8,7.744466109,43.99547577,41.97
E05000604,00BHGM,Waltham Forest,Leyton,Ward,78.8,83.3,31040,61.5,7.744466109,33.87744397,76.39
E05000605,00BHGN,Waltham Forest,Leytonstone,Ward,82.7,81.5,38700,70.3,7.744466109,34.17056329,17.03
E05000606,00BHGP,Waltham Forest,Markhouse,Ward,80.3,83.5,33780,64.2,7.766306459,38.72901831,49.18
E05000607,00BHGQ,Waltham Forest,Valley,Ward,80.4,86,34250,68.1,7.770076841,37.58832223,20.2
